ID	Name	Definition	Synonyms	URI	is obsolete
HANCESTRO_0322	Finnish founder			http://purl.obolibrary.org/obo/HANCESTRO_0322	false
HANCESTRO_0323	Dutch founder			http://purl.obolibrary.org/obo/HANCESTRO_0323	false
HANCESTRO_0324	Ashkenazi Jew			http://purl.obolibrary.org/obo/HANCESTRO_0324	false
HANCESTRO_0331	Sudanese			http://purl.obolibrary.org/obo/HANCESTRO_0331	false
HANCESTRO_0332	Sahrawi			http://purl.obolibrary.org/obo/HANCESTRO_0332	false
HANCESTRO_0333	Anguillan			http://purl.obolibrary.org/obo/HANCESTRO_0333	false
HANCESTRO_0334	Antiguan or Barbudan			http://purl.obolibrary.org/obo/HANCESTRO_0334	false
HANCESTRO_0335	Barbadian			http://purl.obolibrary.org/obo/HANCESTRO_0335	false
HANCESTRO_0336	Haitian			http://purl.obolibrary.org/obo/HANCESTRO_0336	false
HANCESTRO_0337	Jamaican			http://purl.obolibrary.org/obo/HANCESTRO_0337	false
HANCESTRO_0338	Tajikistani			http://purl.obolibrary.org/obo/HANCESTRO_0338	false
HANCESTRO_0339	Turkmen			http://purl.obolibrary.org/obo/HANCESTRO_0339	false
HANCESTRO_0340	Uzbekistani			http://purl.obolibrary.org/obo/HANCESTRO_0340	false
HANCESTRO_0341	Afghan			http://purl.obolibrary.org/obo/HANCESTRO_0341	false
HANCESTRO_0342	Kazakhstani			http://purl.obolibrary.org/obo/HANCESTRO_0342	false
HANCESTRO_0343	Kyrgyzstani			http://purl.obolibrary.org/obo/HANCESTRO_0343	false
HANCESTRO_0344	Albanian			http://purl.obolibrary.org/obo/HANCESTRO_0344	false
HANCESTRO_0345	Andorran			http://purl.obolibrary.org/obo/HANCESTRO_0345	false
HANCESTRO_0346	Australian			http://purl.obolibrary.org/obo/HANCESTRO_0346	false
HANCESTRO_0347	Austrian			http://purl.obolibrary.org/obo/HANCESTRO_0347	false
HANCESTRO_0348	Belarusian			http://purl.obolibrary.org/obo/HANCESTRO_0348	false
HANCESTRO_0349	Belgian			http://purl.obolibrary.org/obo/HANCESTRO_0349	false
HANCESTRO_0350	Bermudian			http://purl.obolibrary.org/obo/HANCESTRO_0350	false
HANCESTRO_0351	Bosnian or Herzegovinian			http://purl.obolibrary.org/obo/HANCESTRO_0351	false
HANCESTRO_0352	Brazilian			http://purl.obolibrary.org/obo/HANCESTRO_0352	false
HANCESTRO_0353	Bulgarian			http://purl.obolibrary.org/obo/HANCESTRO_0353	false
HANCESTRO_0354	Canadian			http://purl.obolibrary.org/obo/HANCESTRO_0354	false
HANCESTRO_0355	Channel Islander			http://purl.obolibrary.org/obo/HANCESTRO_0355	false
HANCESTRO_0356	Chilean			http://purl.obolibrary.org/obo/HANCESTRO_0356	false
HANCESTRO_0357	Croatian			http://purl.obolibrary.org/obo/HANCESTRO_0357	false
HANCESTRO_0358	Czech			http://purl.obolibrary.org/obo/HANCESTRO_0358	false
HANCESTRO_0359	Danish			http://purl.obolibrary.org/obo/HANCESTRO_0359	false
HANCESTRO_0360	Estonian			http://purl.obolibrary.org/obo/HANCESTRO_0360	false
HANCESTRO_0361	Faroese			http://purl.obolibrary.org/obo/HANCESTRO_0361	false
HANCESTRO_0362	Falkland Islander			http://purl.obolibrary.org/obo/HANCESTRO_0362	false
HANCESTRO_0363	French			http://purl.obolibrary.org/obo/HANCESTRO_0363	false
HANCESTRO_0364	German			http://purl.obolibrary.org/obo/HANCESTRO_0364	false
HANCESTRO_0365	Gibraltarian			http://purl.obolibrary.org/obo/HANCESTRO_0365	false
HANCESTRO_0366	Greek			http://purl.obolibrary.org/obo/HANCESTRO_0366	false
HANCESTRO_0367	Greenlander			http://purl.obolibrary.org/obo/HANCESTRO_0367	false
HANCESTRO_0368	Hungrian			http://purl.obolibrary.org/obo/HANCESTRO_0368	false
HANCESTRO_0369	Icelandic			http://purl.obolibrary.org/obo/HANCESTRO_0369	false
HANCESTRO_0370	Manx			http://purl.obolibrary.org/obo/HANCESTRO_0370	false
HANCESTRO_0371	Latvian			http://purl.obolibrary.org/obo/HANCESTRO_0371	false
HANCESTRO_0372	Liechtensteiner			http://purl.obolibrary.org/obo/HANCESTRO_0372	false
HANCESTRO_0373	Lithuanian			http://purl.obolibrary.org/obo/HANCESTRO_0373	false
HANCESTRO_0374	Luxembourgish			http://purl.obolibrary.org/obo/HANCESTRO_0374	false
HANCESTRO_0375	Maltese			http://purl.obolibrary.org/obo/HANCESTRO_0375	false
HANCESTRO_0376	Monegasque			http://purl.obolibrary.org/obo/HANCESTRO_0376	false
HANCESTRO_0377	Montenegrin			http://purl.obolibrary.org/obo/HANCESTRO_0377	false
HANCESTRO_0378	New Zealandish			http://purl.obolibrary.org/obo/HANCESTRO_0378	false
HANCESTRO_0379	Norfolk Islander			http://purl.obolibrary.org/obo/HANCESTRO_0379	false
HANCESTRO_0380	Norwegian			http://purl.obolibrary.org/obo/HANCESTRO_0380	false
HANCESTRO_0381	Polish			http://purl.obolibrary.org/obo/HANCESTRO_0381	false
HANCESTRO_0382	Portugese			http://purl.obolibrary.org/obo/HANCESTRO_0382	false
HANCESTRO_0383	Irish			http://purl.obolibrary.org/obo/HANCESTRO_0383	false
HANCESTRO_0384	Moldovan			http://purl.obolibrary.org/obo/HANCESTRO_0384	false
HANCESTRO_0385	Romanian			http://purl.obolibrary.org/obo/HANCESTRO_0385	false
HANCESTRO_0386	Russian			http://purl.obolibrary.org/obo/HANCESTRO_0386	false
HANCESTRO_0387	Saint-Pierrais or Miquelonnais			http://purl.obolibrary.org/obo/HANCESTRO_0387	false
HANCESTRO_0388	Sammarinese			http://purl.obolibrary.org/obo/HANCESTRO_0388	false
HANCESTRO_0389	Serb			http://purl.obolibrary.org/obo/HANCESTRO_0389	false
HANCESTRO_0390	Slovak			http://purl.obolibrary.org/obo/HANCESTRO_0390	false
HANCESTRO_0391	Slovene			http://purl.obolibrary.org/obo/HANCESTRO_0391	false
HANCESTRO_0392	Spanish			http://purl.obolibrary.org/obo/HANCESTRO_0392	false
HANCESTRO_0393	Swedish			http://purl.obolibrary.org/obo/HANCESTRO_0393	false
HANCESTRO_0394	Swiss			http://purl.obolibrary.org/obo/HANCESTRO_0394	false
HANCESTRO_0395	Macedonian			http://purl.obolibrary.org/obo/HANCESTRO_0395	false
HANCESTRO_0396	Ukrainian			http://purl.obolibrary.org/obo/HANCESTRO_0396	false
HANCESTRO_0397	Argentine			http://purl.obolibrary.org/obo/HANCESTRO_0397	false
HANCESTRO_0398	Bahamian			http://purl.obolibrary.org/obo/HANCESTRO_0398	false
HANCESTRO_0399	Belizean			http://purl.obolibrary.org/obo/HANCESTRO_0399	false
HANCESTRO_0400	Bolivian			http://purl.obolibrary.org/obo/HANCESTRO_0400	false
HANCESTRO_0401	British Virgin Islander			http://purl.obolibrary.org/obo/HANCESTRO_0401	false
HANCESTRO_0402	Caymanian			http://purl.obolibrary.org/obo/HANCESTRO_0402	false
HANCESTRO_0403	Colombian			http://purl.obolibrary.org/obo/HANCESTRO_0403	false
HANCESTRO_0404	Costa Rican			http://purl.obolibrary.org/obo/HANCESTRO_0404	false
HANCESTRO_0405	Cuban			http://purl.obolibrary.org/obo/HANCESTRO_0405	false
HANCESTRO_0406	Dominican			http://purl.obolibrary.org/obo/HANCESTRO_0406	false
HANCESTRO_0407	Ecuadorian			http://purl.obolibrary.org/obo/HANCESTRO_0407	false
HANCESTRO_0408	Salvadoran			http://purl.obolibrary.org/obo/HANCESTRO_0408	false
HANCESTRO_0409	French Guianese			http://purl.obolibrary.org/obo/HANCESTRO_0409	false
HANCESTRO_0410	Grenadian			http://purl.obolibrary.org/obo/HANCESTRO_0410	false
HANCESTRO_0411	Guatemalan			http://purl.obolibrary.org/obo/HANCESTRO_0411	false
HANCESTRO_0412	Guyanese			http://purl.obolibrary.org/obo/HANCESTRO_0412	false
HANCESTRO_0413	Honduran			http://purl.obolibrary.org/obo/HANCESTRO_0413	false
HANCESTRO_0414	Martinican			http://purl.obolibrary.org/obo/HANCESTRO_0414	false
HANCESTRO_0415	Mexican			http://purl.obolibrary.org/obo/HANCESTRO_0415	false
HANCESTRO_0416	Montserratian			http://purl.obolibrary.org/obo/HANCESTRO_0416	false
HANCESTRO_0417	Nicaraguan			http://purl.obolibrary.org/obo/HANCESTRO_0417	false
HANCESTRO_0418	Panamanian			http://purl.obolibrary.org/obo/HANCESTRO_0418	false
HANCESTRO_0419	Paraguayan			http://purl.obolibrary.org/obo/HANCESTRO_0419	false
HANCESTRO_0420	Peruvian			http://purl.obolibrary.org/obo/HANCESTRO_0420	false
HANCESTRO_0421	Puerto Rican			http://purl.obolibrary.org/obo/HANCESTRO_0421	false
HANCESTRO_0422	Kittitian or Nevisian			http://purl.obolibrary.org/obo/HANCESTRO_0422	false
HANCESTRO_0423	Saint Lucian			http://purl.obolibrary.org/obo/HANCESTRO_0423	false
HANCESTRO_0424	Saint Vincentian			http://purl.obolibrary.org/obo/HANCESTRO_0424	false
HANCESTRO_0425	Surinamese		Surinamer	http://purl.obolibrary.org/obo/HANCESTRO_0425	false
HANCESTRO_0426	Trinidadian or Tobagonian			http://purl.obolibrary.org/obo/HANCESTRO_0426	false
HANCESTRO_0427	Turks and Caicos Islander			http://purl.obolibrary.org/obo/HANCESTRO_0427	false
HANCESTRO_0428	Virgin Islander			http://purl.obolibrary.org/obo/HANCESTRO_0428	false
HANCESTRO_0429	Uruguayan			http://purl.obolibrary.org/obo/HANCESTRO_0429	false
HANCESTRO_0430	Venezuelan			http://purl.obolibrary.org/obo/HANCESTRO_0430	false
HANCESTRO_0431	Algerian			http://purl.obolibrary.org/obo/HANCESTRO_0431	false
HANCESTRO_0432	Armenian			http://purl.obolibrary.org/obo/HANCESTRO_0432	false
HANCESTRO_0433	Azerbaijani			http://purl.obolibrary.org/obo/HANCESTRO_0433	false
HANCESTRO_0434	Bahraini			http://purl.obolibrary.org/obo/HANCESTRO_0434	false
HANCESTRO_0435	Cypriote			http://purl.obolibrary.org/obo/HANCESTRO_0435	false
HANCESTRO_0436	Egyptian			http://purl.obolibrary.org/obo/HANCESTRO_0436	false
HANCESTRO_0437	Georgian			http://purl.obolibrary.org/obo/HANCESTRO_0437	false
HANCESTRO_0438	Iranian			http://purl.obolibrary.org/obo/HANCESTRO_0438	false
HANCESTRO_0439	Iraqi			http://purl.obolibrary.org/obo/HANCESTRO_0439	false
HANCESTRO_0440	Israeli			http://purl.obolibrary.org/obo/HANCESTRO_0440	false
HANCESTRO_0441	Jordanian			http://purl.obolibrary.org/obo/HANCESTRO_0441	false
HANCESTRO_0442	Kuwaiti			http://purl.obolibrary.org/obo/HANCESTRO_0442	false
HANCESTRO_0443	Lebanese			http://purl.obolibrary.org/obo/HANCESTRO_0443	false
HANCESTRO_0444	Libyan			http://purl.obolibrary.org/obo/HANCESTRO_0444	false
HANCESTRO_0445	Moroccan			http://purl.obolibrary.org/obo/HANCESTRO_0445	false
HANCESTRO_0446	Palestinian			http://purl.obolibrary.org/obo/HANCESTRO_0446	false
HANCESTRO_0447	Omani			http://purl.obolibrary.org/obo/HANCESTRO_0447	false
HANCESTRO_0448	Qatari			http://purl.obolibrary.org/obo/HANCESTRO_0448	false
HANCESTRO_0449	Saudi		Saudi Arab	http://purl.obolibrary.org/obo/HANCESTRO_0449	false
HANCESTRO_0450	Tunisian			http://purl.obolibrary.org/obo/HANCESTRO_0450	false
HANCESTRO_0451	Turkish			http://purl.obolibrary.org/obo/HANCESTRO_0451	false
HANCESTRO_0452	Emirati			http://purl.obolibrary.org/obo/HANCESTRO_0452	false
HANCESTRO_0453	Yemeni			http://purl.obolibrary.org/obo/HANCESTRO_0453	false
HANCESTRO_0454	Aruban			http://purl.obolibrary.org/obo/HANCESTRO_0454	false
HANCESTRO_0455	Christmas Islander			http://purl.obolibrary.org/obo/HANCESTRO_0455	false
HANCESTRO_0456	Cocos Islander			http://purl.obolibrary.org/obo/HANCESTRO_0456	false
HANCESTRO_0457	Curacaoan			http://purl.obolibrary.org/obo/HANCESTRO_0457	false
HANCESTRO_0458	Kosovar			http://purl.obolibrary.org/obo/HANCESTRO_0458	false
HANCESTRO_0459	Northern Mariana Islander			http://purl.obolibrary.org/obo/HANCESTRO_0459	false
HANCESTRO_0460	South Sudanese			http://purl.obolibrary.org/obo/HANCESTRO_0460	false
HANCESTRO_0461	Syrian			http://purl.obolibrary.org/obo/HANCESTRO_0461	false
HANCESTRO_0462	British			http://purl.obolibrary.org/obo/HANCESTRO_0462	false
HANCESTRO_0463	American			http://purl.obolibrary.org/obo/HANCESTRO_0463	false
HANCESTRO_0464	American Samoan			http://purl.obolibrary.org/obo/HANCESTRO_0464	false
HANCESTRO_0465	Cook Islander			http://purl.obolibrary.org/obo/HANCESTRO_0465	false
HANCESTRO_0466	Fijian			http://purl.obolibrary.org/obo/HANCESTRO_0466	false
HANCESTRO_0467	French Polynesian			http://purl.obolibrary.org/obo/HANCESTRO_0467	false
HANCESTRO_0468	Guamanian			http://purl.obolibrary.org/obo/HANCESTRO_0468	false
HANCESTRO_0469	I-Kiribati			http://purl.obolibrary.org/obo/HANCESTRO_0469	false
HANCESTRO_0470	Marshallese			http://purl.obolibrary.org/obo/HANCESTRO_0470	false
HANCESTRO_0471	Micronesian			http://purl.obolibrary.org/obo/HANCESTRO_0471	false
HANCESTRO_0472	Nauruan			http://purl.obolibrary.org/obo/HANCESTRO_0472	false
HANCESTRO_0473	New Caledonian			http://purl.obolibrary.org/obo/HANCESTRO_0473	false
HANCESTRO_0474	Niuean			http://purl.obolibrary.org/obo/HANCESTRO_0474	false
HANCESTRO_0475	Palauan			http://purl.obolibrary.org/obo/HANCESTRO_0475	false
HANCESTRO_0476	Papua New Guinean			http://purl.obolibrary.org/obo/HANCESTRO_0476	false
HANCESTRO_0477	Pitcairn Islander			http://purl.obolibrary.org/obo/HANCESTRO_0477	false
HANCESTRO_0478	Samoan			http://purl.obolibrary.org/obo/HANCESTRO_0478	false
HANCESTRO_0479	Solomon Islander			http://purl.obolibrary.org/obo/HANCESTRO_0479	false
HANCESTRO_0480	Tokelauan			http://purl.obolibrary.org/obo/HANCESTRO_0480	false
HANCESTRO_0481	Tongan			http://purl.obolibrary.org/obo/HANCESTRO_0481	false
HANCESTRO_0482	Tuvaluan			http://purl.obolibrary.org/obo/HANCESTRO_0482	false
HANCESTRO_0483	Ni-Vanuato			http://purl.obolibrary.org/obo/HANCESTRO_0483	false
HANCESTRO_0484	Wallis and Futuna Islander			http://purl.obolibrary.org/obo/HANCESTRO_0484	false
HANCESTRO_0485	Bangladeshi			http://purl.obolibrary.org/obo/HANCESTRO_0485	false
HANCESTRO_0486	Bhutanese			http://purl.obolibrary.org/obo/HANCESTRO_0486	false
HANCESTRO_0487	Indian		Indian Asian,Asian Indian	http://purl.obolibrary.org/obo/HANCESTRO_0487	false
HANCESTRO_0488	Maldivian			http://purl.obolibrary.org/obo/HANCESTRO_0488	false
HANCESTRO_0489	Nepalese			http://purl.obolibrary.org/obo/HANCESTRO_0489	false
HANCESTRO_0490	Pakistani			http://purl.obolibrary.org/obo/HANCESTRO_0490	false
HANCESTRO_0491	Sri Lankan			http://purl.obolibrary.org/obo/HANCESTRO_0491	false
HANCESTRO_0492	Bruneian			http://purl.obolibrary.org/obo/HANCESTRO_0492	false
HANCESTRO_0493	Cambodian			http://purl.obolibrary.org/obo/HANCESTRO_0493	false
HANCESTRO_0494	Indonesian			http://purl.obolibrary.org/obo/HANCESTRO_0494	false
HANCESTRO_0495	Lao			http://purl.obolibrary.org/obo/HANCESTRO_0495	false
HANCESTRO_0496	Malaysian			http://purl.obolibrary.org/obo/HANCESTRO_0496	false
HANCESTRO_0497	Burmese			http://purl.obolibrary.org/obo/HANCESTRO_0497	false
HANCESTRO_0498	Filipino			http://purl.obolibrary.org/obo/HANCESTRO_0498	false
HANCESTRO_0500	Thai			http://purl.obolibrary.org/obo/HANCESTRO_0500	false
HANCESTRO_0501	Timorese			http://purl.obolibrary.org/obo/HANCESTRO_0501	false
HANCESTRO_0502	Vietnamese			http://purl.obolibrary.org/obo/HANCESTRO_0502	false
HANCESTRO_0503	Cameroonian			http://purl.obolibrary.org/obo/HANCESTRO_0503	false
HANCESTRO_0504	Cape Verdean			http://purl.obolibrary.org/obo/HANCESTRO_0504	false
HANCESTRO_0505	Chadian			http://purl.obolibrary.org/obo/HANCESTRO_0505	false
HANCESTRO_0506	Ethiopian			http://purl.obolibrary.org/obo/HANCESTRO_0506	false
HANCESTRO_0507	Kenyan			http://purl.obolibrary.org/obo/HANCESTRO_0507	false
HANCESTRO_0508	Liberian			http://purl.obolibrary.org/obo/HANCESTRO_0508	false
HANCESTRO_0509	Malagasy			http://purl.obolibrary.org/obo/HANCESTRO_0509	false
HANCESTRO_0510	Mauritanian			http://purl.obolibrary.org/obo/HANCESTRO_0510	false
HANCESTRO_0511	Mauritian			http://purl.obolibrary.org/obo/HANCESTRO_0511	false
HANCESTRO_0512	Mahoran			http://purl.obolibrary.org/obo/HANCESTRO_0512	false
HANCESTRO_0513	Namibian			http://purl.obolibrary.org/obo/HANCESTRO_0513	false
HANCESTRO_0514	Sao Tomean			http://purl.obolibrary.org/obo/HANCESTRO_0514	false
HANCESTRO_0515	Senegalese			http://purl.obolibrary.org/obo/HANCESTRO_0515	false
HANCESTRO_0516	Seychellois			http://purl.obolibrary.org/obo/HANCESTRO_0516	false
HANCESTRO_0517	Sierra Leonean			http://purl.obolibrary.org/obo/HANCESTRO_0517	false
HANCESTRO_0518	Somali			http://purl.obolibrary.org/obo/HANCESTRO_0518	false
HANCESTRO_0519	South African			http://purl.obolibrary.org/obo/HANCESTRO_0519	false
HANCESTRO_0520	St. Helenian			http://purl.obolibrary.org/obo/HANCESTRO_0520	false
HANCESTRO_0521	Ugandan			http://purl.obolibrary.org/obo/HANCESTRO_0521	false
HANCESTRO_0522	Angolan			http://purl.obolibrary.org/obo/HANCESTRO_0522	false
HANCESTRO_0523	Beninese			http://purl.obolibrary.org/obo/HANCESTRO_0523	false
HANCESTRO_0524	Motswana			http://purl.obolibrary.org/obo/HANCESTRO_0524	false
HANCESTRO_0525	Burkinabe			http://purl.obolibrary.org/obo/HANCESTRO_0525	false
HANCESTRO_0526	Burundian			http://purl.obolibrary.org/obo/HANCESTRO_0526	false
HANCESTRO_0527	Central African			http://purl.obolibrary.org/obo/HANCESTRO_0527	false
HANCESTRO_0528	Comoran			http://purl.obolibrary.org/obo/HANCESTRO_0528	false
HANCESTRO_0529	Congolese			http://purl.obolibrary.org/obo/HANCESTRO_0529	false
HANCESTRO_0530	Ivoirian			http://purl.obolibrary.org/obo/HANCESTRO_0530	false
HANCESTRO_0531	Djiboutian			http://purl.obolibrary.org/obo/HANCESTRO_0531	false
HANCESTRO_0532	Equatorial Guinean			http://purl.obolibrary.org/obo/HANCESTRO_0532	false
HANCESTRO_0533	Eritrean			http://purl.obolibrary.org/obo/HANCESTRO_0533	false
HANCESTRO_0534	Gabonese			http://purl.obolibrary.org/obo/HANCESTRO_0534	false
HANCESTRO_0535	Gambian			http://purl.obolibrary.org/obo/HANCESTRO_0535	false
HANCESTRO_0536	Ghanaian			http://purl.obolibrary.org/obo/HANCESTRO_0536	false
HANCESTRO_0537	Guinean			http://purl.obolibrary.org/obo/HANCESTRO_0537	false
HANCESTRO_0538	Bissau-Guinean			http://purl.obolibrary.org/obo/HANCESTRO_0538	false
HANCESTRO_0539	Mosotho			http://purl.obolibrary.org/obo/HANCESTRO_0539	false
HANCESTRO_0540	Malawian			http://purl.obolibrary.org/obo/HANCESTRO_0540	false
HANCESTRO_0541	Malian			http://purl.obolibrary.org/obo/HANCESTRO_0541	false
HANCESTRO_0542	Mozambican			http://purl.obolibrary.org/obo/HANCESTRO_0542	false
HANCESTRO_0543	Nigerien			http://purl.obolibrary.org/obo/HANCESTRO_0543	false
HANCESTRO_0544	Nigerian			http://purl.obolibrary.org/obo/HANCESTRO_0544	false
HANCESTRO_0545	Rwandan			http://purl.obolibrary.org/obo/HANCESTRO_0545	false
HANCESTRO_0546	Swazi			http://purl.obolibrary.org/obo/HANCESTRO_0546	false
HANCESTRO_0547	Togolese			http://purl.obolibrary.org/obo/HANCESTRO_0547	false
HANCESTRO_0548	Tanzanian			http://purl.obolibrary.org/obo/HANCESTRO_0548	false
HANCESTRO_0549	Zambian			http://purl.obolibrary.org/obo/HANCESTRO_0549	false
HANCESTRO_0550	Zimbabweian			http://purl.obolibrary.org/obo/HANCESTRO_0550	false
HANCESTRO_0551	genetically homogenous Irish		Irish founder	http://purl.obolibrary.org/obo/HANCESTRO_0551	false
HANCESTRO_0552	Aboriginal Australian	Includes individuals who either self-report or have been described by authors as Australian Aboriginal. These are expected to be descendents of early human migration into Australia from Eastern Asia and can be distinguished from other Asian populations by mtDNA and Y chromosome variation.		http://purl.obolibrary.org/obo/HANCESTRO_0552	false
HANCESTRO_0554	Silk Road founder			http://purl.obolibrary.org/obo/HANCESTRO_0554	false
HANCESTRO_0555	Arab Israeli founder		Israeli Arab	http://purl.obolibrary.org/obo/HANCESTRO_0555	false
HANCESTRO_0556	Cilento			http://purl.obolibrary.org/obo/HANCESTRO_0556	false
HANCESTRO_0557	Costa Rican founder			http://purl.obolibrary.org/obo/HANCESTRO_0557	false
HANCESTRO_0558	French Canadian founder			http://purl.obolibrary.org/obo/HANCESTRO_0558	false
HANCESTRO_0559	Italian founder			http://purl.obolibrary.org/obo/HANCESTRO_0559	false
HANCESTRO_0560	Northern Finnish founder			http://purl.obolibrary.org/obo/HANCESTRO_0560	false
HANCESTRO_0561	Romanian founder			http://purl.obolibrary.org/obo/HANCESTRO_0561	false
HANCESTRO_0563	South Tyrolean			http://purl.obolibrary.org/obo/HANCESTRO_0563	false
HANCESTRO_0564	Vis founder			http://purl.obolibrary.org/obo/HANCESTRO_0564	false
HANCESTRO_0565	Split founder			http://purl.obolibrary.org/obo/HANCESTRO_0565	false
HANCESTRO_0566	undefined ancestry population	Population for which insufficient information is available to allocate it to a specific ancestral group or which contain individuals from a range of known ancestry categories, eg American		http://purl.obolibrary.org/obo/HANCESTRO_0566	false
HANCESTRO_0567	Afro-Caribbean		African Caribbean	http://purl.obolibrary.org/obo/HANCESTRO_0567	false
HANCESTRO_0568	African American			http://purl.obolibrary.org/obo/HANCESTRO_0568	false
HANCESTRO_0569	Talana			http://purl.obolibrary.org/obo/HANCESTRO_0569	false
HANCESTRO_0570	Pima Indian			http://purl.obolibrary.org/obo/HANCESTRO_0570	false
HANCESTRO_0571	Plains American Indian			http://purl.obolibrary.org/obo/HANCESTRO_0571	false
HANCESTRO_0572	Kosraen			http://purl.obolibrary.org/obo/HANCESTRO_0572	false
HANCESTRO_0573	Native Hawaiian			http://purl.obolibrary.org/obo/HANCESTRO_0573	false
HANCESTRO_0574	Pacific Islander			http://purl.obolibrary.org/obo/HANCESTRO_0574	false
HANCESTRO_0575	Yoruban			http://purl.obolibrary.org/obo/HANCESTRO_0575	false
HANCESTRO_0576	West African			http://purl.obolibrary.org/obo/HANCESTRO_0576	false
HANCESTRO_0577	Dai Chinese			http://purl.obolibrary.org/obo/HANCESTRO_0577	false
HANCESTRO_0578	Hui Chinese			http://purl.obolibrary.org/obo/HANCESTRO_0578	false
HANCESTRO_0579	Jingpo Chinese			http://purl.obolibrary.org/obo/HANCESTRO_0579	false
HANCESTRO_0580	Malaysian Chinese			http://purl.obolibrary.org/obo/HANCESTRO_0580	false
HANCESTRO_0581	Uygur Chinese		Uigur Chinese	http://purl.obolibrary.org/obo/HANCESTRO_0581	false
HANCESTRO_0582	Tibetan			http://purl.obolibrary.org/obo/HANCESTRO_0582	false
HANCESTRO_0583	Taiwanese Han		Han Taiwanese	http://purl.obolibrary.org/obo/HANCESTRO_0583	false
HANCESTRO_0584	Sri Lankan Sinhalese			http://purl.obolibrary.org/obo/HANCESTRO_0584	false
HANCESTRO_0585	Tatar			http://purl.obolibrary.org/obo/HANCESTRO_0585	false
HANCESTRO_0586	Bashkir			http://purl.obolibrary.org/obo/HANCESTRO_0586	false
HANCESTRO_0587	Martu Australian Aboriginal			http://purl.obolibrary.org/obo/HANCESTRO_0587	false
HANCESTRO_0588	Jewish Israeli			http://purl.obolibrary.org/obo/HANCESTRO_0588	false
HANCESTRO_0589	Punjabi Sikh			http://purl.obolibrary.org/obo/HANCESTRO_0589	false
HANCESTRO_0590	European American		American of European ancestry	http://purl.obolibrary.org/obo/HANCESTRO_0590	false
HANCESTRO_0591	Esan	The Esan people are one of the major ethnic groups in Edo State, Nigeria who speak the Esan language. (PMID:10146569) Samples from this population were studied as part of the full 1000 Genomes project (https://www.coriell.org/1/NHGRI/Collections/1000-Genomes-Collections/Esan-in-Nigeria-ESN)		http://purl.obolibrary.org/obo/HANCESTRO_0591	false
HANCESTRO_0592	Luhya	The Luhya are the second-largest ethnic group in Kenya and are comprised of subgroups that speak a common Bantu language. (PMID: 27813082) The Luhya ancestry group was assembled as part of phase III of the HapMap project and used in a number of rare variant density studies (PMID:22373165, PMID:26673965)		http://purl.obolibrary.org/obo/HANCESTRO_0592	false
HANCESTRO_0593	Maasai	The Maasai are an indigenous African ethnic group of semi-nomadic people located in northern Tanzania and Kenya. (PMID:29868928) The Maasai ancestry group was assembled as part of phase III of the HapMap project and used as reference in a range of population genetic studies (PMID:28049708).		http://purl.obolibrary.org/obo/HANCESTRO_0593	false
HANCESTRO_0594	Mende	The Mende people are one of the largest ethnic groups in Sierra Leone who speak a language of the Mande branch of the Niger-Congo family. (PMID:15761855)  Samples from this population were studied as part of the full 1000 Genomes project (https://www.coriell.org/1/NHGRI/Collections/1000-Genomes-Collections/Mende-in-Sierra-Leone-MSL)		http://purl.obolibrary.org/obo/HANCESTRO_0594	false
HANCESTRO_0595	Eskimo	Native people residing in the Arctic of Alaska, northern Canada, Greenland, or eastern Siberia		http://purl.obolibrary.org/obo/HANCESTRO_0595	false
HANCESTRO_0596	Arab	Includes individuals with ethnic origins in the Semitic people populating the Arabian Peninsula and other countries in the Middle East and Northern Africa		http://purl.obolibrary.org/obo/HANCESTRO_0596	false
HP_0000726	Dementia	A loss of global cognitive ability of sufficient amount to interfere with normal social or occupational function. Dementia represents a loss of previously present cognitive abilities, generally in adults, and can affect memory, thinking, language, judgment, and behavior.	Dementia, progressive,Progressive dementia,	http://purl.obolibrary.org/obo/HP_0000726	false
HP_0002145	Frontotemporal dementia	A dementia associated with degeneration of the frontotemporal lobe and clinically associated with personality and behavioral changes such as disinhibition, apathy, and lack of insight. The hallmark feature of frontotemporal dementia is the presentation with focal syndromes such as progressive language dysfunction, or aphasia, or behavioral changes characteristic of frontal lobe disorders.		http://purl.obolibrary.org/obo/HP_0002145	false
HP_0002185	Neurofibrillary tangles	Pathological protein aggregates formed by hyperphosphorylation of a microtubule-associated protein known as tau, causing it to aggregate in an insoluble form.	Neurofibrillary tangles composed of disordered microtubules in neurons,Paired helical filaments	http://purl.obolibrary.org/obo/HP_0002185	false
HP_0100256	Senile plaques	Senile plaques are extracellular deposits of amyloid in the gray matter of the brain.	Neuritic plaques,Senile druse,Braindruse	http://purl.obolibrary.org/obo/HP_0100256	false
HP_0100543	Cognitive impairment	Abnormality in the process of thought including the ability to process information.	Cognitive deficits,Cognitive abnormality,Abnormality of cognition,Intellectual impairment,Cognitive defects	http://purl.obolibrary.org/obo/HP_0100543	false
IAO_0000064	algorithm	A plan specification which describes the inputs and output of mathematical functions as well as workflow of execution for achieving an predefined objective. Algorithms are realized usually by means of implementation as computer programs for execution by automata.		http://purl.obolibrary.org/obo/IAO_0000064	false
IAO_0000065	software interpreter	A software interpreter is a software application that executes some specified input software.		http://purl.obolibrary.org/obo/IAO_0000065	false
